Country Name,"Country Code","Series Name","Series Code","1960 [YR1960]","1961 [YR1961]","1962 [YR1962]","1963 [YR1963]","1964 [YR1964]","1965 [YR1965]","1966 [YR1966]","1967 [YR1967]","1968 [YR1968]","1969 [YR1969]","1970 [YR1970]","1971 [YR1971]","1972 [YR1972]","1973 [YR1973]","1974 [YR1974]","1975 [YR1975]","1976 [YR1976]","1977 [YR1977]","1978 [YR1978]","1979 [YR1979]","1980 [YR1980]","1981 [YR1981]","1982 [YR1982]","1983 [YR1983]","1984 [YR1984]","1985 [YR1985]","1986 [YR1986]","1987 [YR1987]","1988 [YR1988]","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]"
Burundi,"BDI","Population, total","SP.POP.TOTL","2797932","2852438","2907321","2964427","3026290","3094379","3170490","3253218","3336927","3413904","3479074","3529997","3569666","3605126","3646431","3700880","3770871","3854445","3949266","4051234","4157298","4266520","4379724","4497533","4621103","4750837","4886743","5027138","5168698","5307069","5438957","5564926","5685565","5798053","5898967","5987043","6060111","6122130","6185562","6267124","6378871","6525545","6704113","6909154","7131693","7364862","7607849","7862214","8126102","8397668","8675602","8958406","9245988","9540289","9844297","10160030","10487998","10827024","11175378"
Burundi,"BDI","Population, male","SP.POP.TOTL.MA.IN","1350597","1377968","1405526","1434199","1465224","1499318","1537388","1578711","1620403","1658520","1690455","1714971","1733577","1749886","1769026","1794735","1828278","1868669","1914670","1964106","2015394","2067953","2122266","2179052","2239445","2303977","2372981","2445375","2518615","2589309","2655013","2715527","2771601","2823073","2870024","2913046","2951520","2986839","3024159","3070249","3129988","3205485","3295548","3397584","3507425","3621898","3740532","3864123","3992143","4124231","4260120","4399226","4541436","4687557","4838812","4995978","5159294","5328222","5501831"
Burundi,"BDI","Population, female","SP.POP.TOTL.FE.IN","1447335","1474470","1501795","1530228","1561066","1595061","1633102","1674507","1716524","1755384","1788619","1815026","1836089","1855240","1877405","1906145","1942593","1985776","2034596","2087128","2141904","2198567","2257458","2318481","2381658","2446860","2513762","2581763","2650083","2717760","2783944","2849399","2913964","2974980","3028943","3073997","3108591","3135291","3161403","3196875","3248883","3320060","3408565","3511570","3624268","3742964","3867317","3998091","4133959","4273437","4415482","4559180","4704552","4852732","5005485","5164052","5328704","5498802","5673547"
Burundi,"BDI","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","41.281","41.592","41.907","42.225","42.54","42.838","43.103","43.328","43.515","43.675","43.829","44.006","44.232","44.517","44.865","45.266","45.701","46.141","46.562","46.953","47.314","47.657","47.992","48.317","48.618","48.845","48.941","48.884","48.684","48.379","48.053","47.816","47.752","47.911","48.295","48.86","49.526","50.186","50.758","51.213","51.545","51.779","51.977","52.19","52.437","52.735","53.09","53.492","53.926","54.386","54.861","55.338","55.807","56.259","56.688","57.094","57.481","57.857",""
Cabo Verde,"CPV","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","501.139260012316","483.128599090821","477.923014113312","461.233851936157","431.24318941065","441.892450582528","602.152790760767","732.567835461914","811.393356434613","807.564830826132","908.0961895607","923.74161278016","1003.94647280985","1339.74421650026","1080.16230391713","1261.1161568512","1269.12057723296","1213.5998405106","1265.19478254039","1408.99960770523","1259.32365602588","1292.20278510801","1401.90373253543","1809.08992549778","2024.27524765788","2099.15748405491","2361.38513425545","3186.82689181153","3721.2509487106","3517.40124546087","3378.25485950035","3738.20116565213","3467.47268444877","3615.97904131099","3588.6740539538","3043.01398430098","3130.96338461412","3295.34110553408","3654.00734457117"
Cabo Verde,"CPV","Population, total","SP.POP.TOTL","201765","205327","210142","216096","222948","230418","238655","247527","256176","263453","268627","271309","271843","271068","270230","270247","271342","273335","276174","279730","283847","288677","294254","300230","306136","311678","316616","321135","325746","331179","337950","346230","355757","366053","376407","386284","395533","404259","412514","420452","428188","435709","442951","449930","456617","463032","469170","475060","480842","486671","492654","498856","505235","511748","518269","524743","531146","537497","543767"
Cabo Verde,"CPV","Population, male","SP.POP.TOTL.MA.IN","94698","96387","98822","101884","105410","109210","113347","117766","122024","125559","127986","129121","129138","128445","127643","127195","127199","127577","128395","129675","131419","133727","136596","139800","143023","146059","148771","151264","153799","156747","160380","164791","169837","175249","180626","185677","190303","194586","198615","202560","206554","210596","214635","218656","222612","226497","230290","234019","237679","241259","244762","248179","251509","254788","258040","261297","264567","267836","271091"
Cabo Verde,"CPV","Population, female","SP.POP.TOTL.FE.IN","107067","108940","111320","114212","117538","121208","125308","129761","134152","137894","140641","142188","142705","142623","142587","143052","144143","145758","147779","150055","152428","154950","157658","160430","163113","165619","167845","169871","171947","174432","177570","181439","185920","190804","195781","200607","205230","209673","213899","217892","221634","225113","228316","231274","234005","236535","238880","241041","243163","245412","247892","250677","253726","256960","260229","263446","266579","269661","272676"
Cabo Verde,"CPV","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","48.928","49.123","49.4","49.771","50.235","50.772","51.349","51.934","52.511","53.078","53.669","54.331","55.096","55.973","56.94","57.95","58.937","59.837","60.606","61.228","61.708","62.073","62.376","62.664","62.958","63.268","63.592","63.918","64.238","64.556","64.877","65.204","65.543","65.902","66.288","66.72","67.221","67.793","68.421","69.086","69.747","70.358","70.882","71.293","71.584","71.76","71.842","71.869","71.881","71.899","71.941","72.019","72.127","72.259","72.418","72.599","72.798","73.004",""
Cambodia,"KHM","GDP per capita (current US$)","NY.GDP.PCAP.CD","111.342479726807","109.460387525777","109.481224645588","117.823488310801","123.645808182523","134.304155041423","138.842954408855","144.011799993675","157.189930682399","142.265203658792","102.678961498333","135.84865209641","69.2333273727387","94.358531165474","78.1119936359898","","","","","","","","","","","","","","","","","","","254.116481911776","270.542992547856","322.931787568498","319.286371696389","304.764607003602","268.990418573267","295.903327738886","302.577163565133","321.150301305966","338.987262704572","362.335707650169","408.513826347366","474.111227790099","539.750168717216","631.524842114382","745.609180660928","738.054783617506","785.502282874113","882.275492640073","950.880345993697","1013.4204006154","1093.49619050796","1162.90491997151","1269.59125737542","1385.2599796333","1512.12670972847"
Cambodia,"KHM","Population, total","SP.POP.TOTL","5722370","5872966","6028431","6183584","6331449","6467197","6585035","6685960","6779787","6880623","6996576","7139647","7302111","7449238","7533336","7524447","7404684","7196042","6957265","6770396","6693764","6749847","6919801","7169997","7447853","7714880","7960949","8198082","8435912","8691334","8975597","9289299","9623889","9970733","10317899","10656138","10982917","11298600","11600508","11886458","12155239","12405408","12637727","12856163","13066469","13273354","13477709","13679962","13883834","14093604","14312212","14541423","14780454","15026332","15274503","15521436","15766293","16009414","16249798"
Cambodia,"KHM","Population, male","SP.POP.TOTL.MA.IN","2856077","2930518","3007253","3083758","3156629","3223496","3281160","3329963","3375113","3424104","3481108","3553087","3635650","3708303","3742990","3722152","3635044","3494724","3336485","3209585","3148990","3168148","3255603","3390860","3541983","3685524","3815447","3938855","4060842","4190711","4334681","4492866","4660525","4833468","5005910","5173358","5334701","5490128","5638166","5777510","5907474","6027164","6137222","6240503","6341046","6441998","6544211","6647523","6752823","6860846","6972045","7086982","7205573","7326707","7448756","7570433","7691355","7811552","7930502"
Cambodia,"KHM","Population, female","SP.POP.TOTL.FE.IN","2866293","2942448","3021178","3099826","3174820","3243701","3303875","3355997","3404674","3456519","3515468","3586560","3666461","3740935","3790346","3802295","3769640","3701318","3620780","3560811","3544774","3581699","3664198","3779137","3905870","4029356","4145502","4259227","4375070","4500623","4640916","4796433","4963364","5137265","5311989","5482780","5648216","5808472","5962342","6108948","6247765","6378244","6500505","6615660","6725423","6831356","6933498","7032439","7131011","7232758","7340167","7454441","7574881","7699625","7825747","7951003","8074938","8197862","8319296"
Cambodia,"KHM","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","41.242","41.366","41.526","41.71","41.893","42.083","42.298","42.486","42.55","42.369","41.566","39.699","36.676","32.667","28.04","23.595","20.317","18.907","19.725","22.744","27.536","33.342","39.157","44.173","48.025","50.563","51.916","52.587","52.999","53.302","53.595","53.916","54.228","54.514","54.82","55.189","55.653","56.212","56.862","57.604","58.432","59.335","60.283","61.241","62.186","63.088","63.927","64.695","65.391","66.01","66.555","67.034","67.466","67.868","68.251","68.62","68.981","69.331",""
Cameroon,"CMR","GDP per capita (current US$)","NY.GDP.PCAP.CD","119.519178787728","124.426729896829","129.544139225573","131.136413030298","138.646028097933","141.012174977559","144.380001343019","154.331498862632","169.81245325529","181.280767185084","177.920951861018","184.462395127925","208.37545376723","249.364107353926","311.219494342336","369.447200877364","401.413029433989","426.794682334849","543.02118333491","694.686284941298","781.862792323625","859.12310941489","798.850393654228","780.61221705595","799.547648417735","809.093492972061","1021.70929408929","1146.43537951426","1128.01902823514","974.991279748482","946.646413060374","1024.42413530091","911.741421813763","1204.7629729769","801.161703758483","709.114829717018","752.525099406841","755.239706837977","720.796974616141","740.996564287047","649.991845405048","651.100907498053","707.887567392905","865.958137544256","1009.94312043658","1011.88007278296","1062.13743331336","1194.06985039841","1371.7467084914","1314.70601531227","1285.26172565588","1403.2556380893","1354.62308705136","1465.2223269067","1540.56818173347","1326.96927718029","1363.40385121739","1421.58749243688","1526.87571339209"
Cameroon,"CMR","Population, total","SP.POP.TOTL","5176918","5285017","5398729","5518104","5643036","5773543","5909882","6052420","6201413","6357092","6519762","6689662","6867178","7052849","7247287","7451054","7664406","7887560","8121084","8365567","8621406","8888535","9166816","9456494","9757841","10070806","10395480","10731064","11075422","11425800","11780088","12137912","12499499","12864090","13230984","13599988","13970813","14344449","14723768","15112592","15513945","15928910","16357602","16800865","17259322","17733410","18223674","18730282","19252666","19789919","20341241","20906388","21485266","22077298","22681858","23298368","23926539","24566045","25216237"
Cameroon,"CMR","Population, male","SP.POP.TOTL.MA.IN","2544692","2598746","2655628","2715370","2777930","2843326","2911692","2983210","3057956","3135986","3217406","3302331","3390965","3483627","3580681","3682470","3789129","3900753","4017620","4140012","4268103","4401868","4541250","4686353","4837289","4994021","5156597","5324626","5497090","5672666","5850333","6029917","6211537","6394838","6579526","6765518","6952690","7141522","7333383","7530090","7733096","7942887","8159533","8383474","8615092","8854609","9102341","9358332","9622152","9893168","10170854","10455002","10745642","11042712","11346231","11656133","11972361","12294649","12622481"
Cameroon,"CMR","Population, female","SP.POP.TOTL.FE.IN","2632226","2686271","2743101","2802734","2865106","2930217","2998190","3069210","3143457","3221106","3302356","3387331","3476213","3569222","3666606","3768584","3875277","3986807","4103464","4225555","4353303","4486667","4625566","4770141","4920552","5076785","5238883","5406438","5578332","5753134","5929755","6107995","6287962","6469252","6651458","6834470","7018123","7202927","7390385","7582502","7780849","7986023","8198069","8417391","8644230","8878801","9121333","9371950","9630514","9896751","10170387","10451386","10739624","11034586","11335627","11642235","11954178","12271396","12593756"
Cameroon,"CMR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","41.546","41.988","42.429","42.868","43.304","43.741","44.184","44.64","45.111","45.598","46.104","46.627","47.163","47.705","48.247","48.784","49.311","49.825","50.318","50.781","51.211","51.604","51.958","52.266","52.518","52.698","52.787","52.781","52.68","52.49","52.209","51.835","51.39","50.91","50.433","50.015","49.708","49.543","49.538","49.7","50.026","50.495","51.059","51.671","52.301","52.916","53.494","54.033","54.535","54.996","55.424","55.832","56.241","56.665","57.111","57.582","58.073","58.575",""
