Country Name,"Country Code","Series Name","Series Code","1960 [YR1960]","1961 [YR1961]","1962 [YR1962]","1963 [YR1963]","1964 [YR1964]","1965 [YR1965]","1966 [YR1966]","1967 [YR1967]","1968 [YR1968]","1969 [YR1969]","1970 [YR1970]","1971 [YR1971]","1972 [YR1972]","1973 [YR1973]","1974 [YR1974]","1975 [YR1975]","1976 [YR1976]","1977 [YR1977]","1978 [YR1978]","1979 [YR1979]","1980 [YR1980]","1981 [YR1981]","1982 [YR1982]","1983 [YR1983]","1984 [YR1984]","1985 [YR1985]","1986 [YR1986]","1987 [YR1987]","1988 [YR1988]","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]"
Solomon Islands,"SLB","Population, total","SP.POP.TOTL","117849","121378","125040","128838","132759","136816","140991","145317","149881","154830","160250","166162","172552","179305","186295","193402","200599","207890","215295","222840","230546","238429","246447","254559","262687","270788","278837","286870","294972","303272","311866","320780","329995","339504","349281","359281","369523","379999","390693","401586","412660","423944","435432","447017","458539","469918","481078","492132","503360","515181","527861","541521","556064","571335","587079","603118","619437","636038","652858"
Solomon Islands,"SLB","Population, male","SP.POP.TOTL.MA.IN","63230","64928","66652","68431","70288","72263","74365","76581","78948","81486","84213","87133","90247","93523","96936","100433","104019","107695","111440","115272","119177","123172","127227","131332","135438","139523","143573","147608","151683","155873","160226","164762","169464","174333","179363","184529","189855","195319","200885","206493","212112","217736","223385","229018","234588","240077","245436","250741","256154","261928","268204","275073","282468","290293","298366","306575","314899","323349","331887"
Solomon Islands,"SLB","Population, female","SP.POP.TOTL.FE.IN","54619","56450","58388","60407","62471","64553","66626","68736","70933","73344","76037","79029","82305","85782","89359","92969","96580","100195","103855","107568","111369","115257","119220","123227","127249","131265","135264","139262","143289","147399","151640","156018","160531","165171","169918","174752","179668","184680","189808","195093","200548","206208","212047","217999","223951","229841","235642","241391","247206","253253","259657","266448","273596","281042","288713","296543","304538","312689","320971"
Solomon Islands,"SLB","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","49.174","49.679","50.183","50.688","51.194","51.701","52.208","52.717","53.227","53.737","54.252","54.78","55.319","55.862","56.398","56.919","57.417","57.876","58.276","58.594","58.778","58.774","58.574","58.203","57.705","57.162","56.677","56.337","56.204","56.306","56.638","57.162","57.796","58.471","59.153","59.822","60.475","61.127","61.788","62.449","63.103","63.744","64.368","64.971","65.549","66.104","66.635","67.147","67.641","68.118","68.572","69.001","69.4","69.771","70.113","70.43","70.726","71.006",""
Somalia,"SOM","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","496.10652529156","488.856978672603","483.358961660611","482.178564791491","488.583306503977","498.662260528511"
Somalia,"SOM","Population, total","SP.POP.TOTL","2755972","2814118","2874218","2936477","3001158","3068459","3143648","3227841","3312742","3386738","3444568","3472367","3479790","3512623","3632990","3880292","4278973","4802141","5375017","5892755","6281134","6511113","6608044","6618588","6614715","6648627","6736748","6862273","7005234","7133258","7225092","7274030","7295384","7315865","7372598","7491637","7682686","7936127","8235064","8553601","8872254","9186725","9501342","9815412","10130243","10446863","10763905","11080121","11397188","11717692","12043883","12376302","12715510","13063706","13423576","13797201","14185613","14589119","15008154"
Somalia,"SOM","Population, male","SP.POP.TOTL.MA.IN","1363657","1392168","1421663","1452240","1484037","1517160","1554476","1596599","1638995","1675327","1702724","1713583","1713148","1726507","1787659","1918160","2131346","2412388","2720203","2997306","3203049","3321610","3366955","3364638","3354019","3363691","3402405","3461086","3529534","3591026","3634543","3656848","3665831","3674743","3701995","3760496","3855027","3980762","4129302","4287763","4446424","4603187","4760115","4916630","5073092","5229796","5386000","5541178","5696339","5853029","6012568","6175233","6341323","6512118","6689208","6873779","7066441","7267274","7476279"
Somalia,"SOM","Population, female","SP.POP.TOTL.FE.IN","1392315","1421950","1452555","1484237","1517121","1551299","1589172","1631242","1673747","1711411","1741844","1758784","1766642","1786116","1845331","1962132","2147627","2389753","2654814","2895449","3078085","3189503","3241089","3253950","3260696","3284936","3334343","3401187","3475700","3542232","3590549","3617182","3629553","3641122","3670603","3731141","3827659","3955365","4105762","4265838","4425830","4583538","4741227","4898782","5057151","5217067","5377905","5538943","5700849","5864663","6031315","6201069","6374187","6551588","6734368","6923422","7119172","7321845","7531875"
Somalia,"SOM","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","36.977","37.375","37.774","38.176","38.579","38.982","39.384","39.784","40.179","40.571","40.958","41.344","41.728","42.112","42.495","42.877","43.259","43.639","44.012","44.374","44.724","45.065","45.391","45.693","45.957","46.142","46.196","46.111","45.908","45.631","45.375","45.258","45.359","45.72","46.335","47.148","48.065","48.963","49.751","50.389","50.867","51.211","51.49","51.761","52.042","52.344","52.666","52.996","53.323","53.652","53.986","54.332","54.694","55.072","55.467","55.876","56.293","56.714",""
South Africa,"ZAF","GDP per capita (current US$)","NY.GDP.PCAP.CD","443.001133053298","454.953095936373","473.002344375144","511.487227179379","548.985181292277","584.692611950424","621.208648570985","675.122079390094","711.211870319765","780.610618390196","834.536410309158","897.151075736435","917.386327148958","1225.01680467267","1499.09033238605","1512.78664963811","1416.65226572809","1535.05749635745","1722.15780877348","2071.60691035109","2905.93372341331","3055.57502159916","2742.80839907567","2864.66005067345","2759.926875161","2117.83464731856","2451.27893528431","3131.83943910272","3371.18079891177","3587.60077068424","3139.99133763448","3285.97250032786","3479.08356466762","3388.77242647535","3445.22845093186","3751.83881217357","3494.42352823556","3549.55028662635","3154.01174332876","3081.56194057569","3032.43951878748","2668.36556532694","2502.27700465337","3751.2828130871","4833.70234519585","5381.54092407539","5602.01104380458","6095.62243887023","5760.80528723832","5862.79734021167","7328.61562893966","8007.41284634441","7501.37861403795","6828.98939308861","6428.26726092815","5733.12256865859","5262.05288581397","6120.5068002413","6339.57435433862"
South Africa,"ZAF","Population, total","SP.POP.TOTL","17099840","17524533","17965725","18423161","18896307","19384841","19888250","20406864","20942145","21496075","22069776","22665271","23281508","23913099","24552540","25195187","25836888","26480913","27138965","27827320","28556769","29333103","30150448","30993758","31841593","32678874","33495953","34297727","35100909","35930050","36800509","37718950","38672607","39633750","40564059","41435758","42241011","42987461","43682260","44338543","44967708","45571274","46150913","46719196","47291610","47880601","48489459","49119759","49779471","50477011","51216964","52004172","52834005","53689236","54545991","55386367","56203654","57000451","57779622"
South Africa,"ZAF","Population, male","SP.POP.TOTL.MA.IN","8549282","8757659","8974415","9199895","9434448","9678289","9931309","10193301","10464182","10743838","11031978","11329469","11635889","11948278","12262660","12576638","12887715","13197713","13513756","13845707","14200090","14580395","14983043","15398893","15814889","16221813","16614533","16996093","17375215","17764880","18173480","18604249","19051179","19502213","19940511","20353840","20739056","21099561","21437875","21758921","22067113","22362909","22647370","22926678","23208605","23499325","23800303","24112036","24438328","24783168","25148648","25537173","25946308","26366965","26786643","27196034","27591553","27974763","28347838"
South Africa,"ZAF","Population, female","SP.POP.TOTL.FE.IN","8550558","8766874","8991310","9223266","9461859","9706552","9956941","10213563","10477963","10752237","11037798","11335802","11645619","11964821","12289880","12618549","12949173","13283200","13625209","13981613","14356679","14752708","15167405","15594865","16026704","16457061","16881420","17301634","17725694","18165170","18627029","19114701","19621428","20131537","20623548","21081918","21501955","21887900","22244385","22579622","22900595","23208365","23503543","23792518","24083005","24381276","24689156","25007723","25341143","25693843","26068316","26466999","26887697","27322271","27759348","28190333","28612101","29025688","29431784"
South Africa,"ZAF","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","52.215","52.559","52.894","53.229","53.571","53.926","54.301","54.691","55.085","55.478","55.852","56.192","56.485","56.728","56.924","57.075","57.191","57.291","57.397","57.526","57.704","57.957","58.287","58.69","59.154","59.668","60.219","60.773","61.291","61.734","62.062","62.239","62.251","62.092","61.756","61.226","60.49","59.58","58.548","57.45","56.341","55.273","54.299","53.481","52.878","52.567","52.614","53.01","53.72","54.701","55.888","57.201","58.545","59.83","60.993","61.981","62.774","63.404",""
South Sudan,"SSD","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1779.81513649913","1337.89274868344","1654.05567593957","1813.3705147154","1025.22992539902","1280.30719725591","1258.37812681629","1154.80094905878","283.487801728826","",""
South Sudan,"SSD","Population, total","SP.POP.TOTL","2842724","2895605","2951043","3009062","3069739","3133150","3199343","3268405","3340422","3415576","3494004","3575900","3661440","3750782","3844104","3941618","4041791","4144554","4253083","4371714","4502604","4646489","4799434","4953151","5096482","5220747","5328164","5419809","5485282","5511579","5492623","5420171","5305457","5185699","5111365","5118083","5221926","5411655","5661942","5933882","6199394","6447793","6688226","6935676","7213351","7535932","7907406","8315139","8736939","9142259","9508364","9830698","10113647","10355036","10554883","10715658","10832512","10910759","10975920"
South Sudan,"SSD","Population, male","SP.POP.TOTL.MA.IN","1427858","1452991","1479436","1507226","1536388","1566972","1599001","1632501","1667524","1704159","1742462","1782540","1824476","1868336","1914216","1962208","2011557","2062224","2115785","2174387","2239104","2310299","2386023","2462157","2533184","2594795","2648099","2693631","2726226","2739410","2730167","2694412","2637719","2578601","2542146","2546065","2598362","2693448","2818738","2954899","3087979","3212659","3333498","3457978","3597677","3759939","3946745","4151808","4364046","4568208","4752910","4915871","5059244","5181889","5283728","5365950","5426089","5466798","5500870"
South Sudan,"SSD","Population, female","SP.POP.TOTL.FE.IN","1414866","1442614","1471607","1501836","1533351","1566178","1600342","1635904","1672898","1711417","1751542","1793360","1836964","1882446","1929888","1979410","2030234","2082330","2137298","2197327","2263500","2336190","2413411","2490994","2563298","2625952","2680065","2726178","2759056","2772169","2762456","2725759","2667738","2607098","2569219","2572018","2623564","2718207","2843204","2978983","3111415","3235134","3354728","3477698","3615674","3775993","3960661","4163331","4372893","4574051","4755454","4914827","5054403","5173147","5271155","5349708","5406423","5443961","5475050"
South Sudan,"SSD","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","31.697","32.125","32.55","32.975","33.402","33.828","34.248","34.656","35.051","35.432","35.807","36.186","36.575","36.974","37.378","37.767","38.118","38.417","38.662","38.861","39.033","39.206","39.41","39.671","40.005","40.423","40.931","41.513","42.149","42.825","43.525","44.232","44.933","45.612","46.258","46.859","47.409","47.916","48.386","48.825","49.239","49.631","50.013","50.393","50.782","51.19","51.627","52.095","52.591","53.113","53.655","54.206","54.756","55.294","55.817","56.322","56.811","57.288",""
Spain,"ESP","GDP per capita (current US$)","NY.GDP.PCAP.CD","396.392253337614","450.053289246968","520.206131380005","609.487384056513","675.241639141208","774.761609330096","889.659872011529","968.306781765983","950.545740593734","1077.67869994591","1208.99666177967","1358.46574675823","1704.16736135942","2241.44884652705","2742.45558456316","3201.11920134726","3270.4057286651","3617.73775898058","4344.60670616576","5754.54218342253","6191.71494503494","5356.57783180787","5145.69438355757","4466.33626393781","4477.79372409881","4686.89106924257","6495.81199668535","8217.23425682112","9676.76925240962","10652.957971473","13767.3814721712","14771.6723020292","16068.4267214444","13303.6761311749","13378.8498420644","15429.9394216199","16069.2070854158","14696.2161077085","15340.3321141928","15678.2152345407","14676.7060880231","15323.6113977547","17019.5354136605","21495.7074076474","24918.6458419994","26510.7174533426","28482.6094833461","32709.4010383771","35579.3099338804","32334.0054777912","30736.6278530812","31835.2888008408","28563.8590381915","29211.7737455935","29623.1644451343","25817.3866083761","26622.2991436203","28208.2610532181","30523.8592390474"
Spain,"ESP","Population, total","SP.POP.TOTL","30455000","30739250","31023366","31296651","31609195","31954292","32283194","32682947","33113134","33441054","33814531","34224490","34604469","34988947","35373335","35757900","36137812","36511638","36864898","37191330","37491165","37758631","37986012","38171525","38330364","38469512","38584624","38684815","38766939","38827764","38867322","38966376","39157685","39361262","39549108","39724050","39889852","40057389","40223509","40386875","40567864","40850412","41431558","42187645","42921895","43653155","44397319","45226803","45954106","46362946","46576897","46742697","46773055","46620045","46480882","46444832","46483569","46593236","46723749"
Spain,"ESP","Population, male","SP.POP.TOTL.MA.IN","14791891","14940010","15086866","15227440","15386429","15560885","15727015","15927325","16142742","16309350","16499706","16709607","16906334","17106153","17305982","17505305","17701579","17894082","18075475","18242415","18394824","18529857","18643711","18735329","18811993","18877083","18928468","18970942","19003698","19026130","19039058","19082363","19172186","19269731","19361635","19449561","19535352","19624377","19715407","19808103","19912437","20069143","20374436","20767149","21149757","21530626","21918403","22348101","22722937","22930377","23028108","23086389","23064354","22945591","22837535","22791357","22795868","22846907","22916128"
Spain,"ESP","Population, female","SP.POP.TOTL.FE.IN","15663109","15799240","15936500","16069211","16222766","16393407","16556179","16755622","16970392","17131704","17314825","17514883","17698135","17882794","18067353","18252595","18436233","18617556","18789423","18948915","19096341","19228774","19342301","19436196","19518371","19592429","19656156","19713873","19763241","19801634","19828264","19884013","19985499","20091531","20187473","20274489","20354500","20433012","20508102","20578772","20655427","20781269","21057122","21420496","21772138","22122529","22478916","22878702","23231169","23432569","23548789","23656308","23708701","23674454","23643347","23653475","23687701","23746329","23807621"
Spain,"ESP","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","69.1092682926829","69.4804878048781","69.5190243902439","69.6812195121951","70.399756097561","70.8092682926829","71.0551219512195","71.2529268292683","71.5378048780488","71.0575609756098","72.0273170731707","71.630243902439","72.8180487804878","72.6107317073171","72.969756097561","73.3187804878049","73.6426829268293","74.1319512195122","74.2956097560976","74.8187804878049","75.3492682926829","75.5285365853659","76.1341463414634","75.9090243902439","76.2953658536586","76.259512195122","76.5104878048781","76.7280487804878","76.7470731707317","76.8136585365854","76.8375609756098","76.9712195121951","77.41","77.5465853658537","77.9014634146342","77.9807317073171","78.1204878048781","78.6041463414634","78.6658536585366","78.7170731707317","78.9658536585366","79.3682926829268","79.5682926829268","79.619512195122","79.8707317073171","80.1707317073171","80.8219512195122","80.8731707317073","81.1756097560976","81.4756097560976","81.6268292682927","82.4756097560976","82.4268292682927","83.0780487804878","83.2292682926829","82.8317073170732","83.3292682926829","83.3292682926829",""
Sri Lanka,"LKA","GDP per capita (current US$)","NY.GDP.PCAP.CD","142.779621883716","142.83817062385","138.536667362574","117.072043511685","120.714370232159","152.852744237697","153.898723733778","159.50599139416","150.896707697957","160.913082166436","183.927471518332","185.859889336167","196.422932988093","216.994958359606","264.746235718467","275.627619329262","256.286715355097","287.561636646356","188.058494195366","227.509826803542","267.668683996945","289.130689381959","307.638303057229","328.650429327013","378.937189638572","369.581941708333","390.350758933509","401.477192409905","413.454996935024","408.450842995894","463.618631805931","513.258535278508","547.05471943737","576.78001259826","647.579049055816","714.233427260714","756.65707290313","817.064348987277","850.811420552006","838.883867360624","869.696516609157","832.803440237058","867.491213740342","982.195645858104","1065.78443680197","1248.69818517034","1435.8171774712","1630.38890604323","2037.32210302668","2090.4018261396","2799.64887619972","3200.83382914016","3350.52187589289","3610.28936304898","3819.25352972265","3843.78067184442","3886.29150165239","4104.63098320435","4102.48135014467"
Sri Lanka,"LKA","Population, total","SP.POP.TOTL","9874476","10111637","10352179","10597511","10849975","11110820","11380670","11657650","11937600","12214956","12485740","12747821","13002231","13252036","13501935","13755146","14012899","14273495","14533690","14788862","15035834","15272831","15501207","15724651","15948487","16176280","16408859","16643952","16878189","17106753","17325773","17535729","17736821","17924823","18094477","18242912","18367288","18470900","18564599","18663284","18777601","18911730","19062482","19224037","19387153","19544988","19695972","19842044","19983984","20123508","20261737","20398670","20425000","20585000","20778000","20970000","21203000","21444000","21670000"
Sri Lanka,"LKA","Population, male","SP.POP.TOTL.MA.IN","5183211","5293558","5405864","5520964","5640266","5764538","5894168","6028107","6163954","6298501","6429443","6555548","6677443","6796993","6917022","7039460","7165003","7292602","7420364","7545587","7666369","7781792","7892517","8000188","8107202","8215201","8324407","8433778","8542017","8647281","8748024","8844540","8936738","9022293","9098255","9162909","9214851","9255648","9290211","9325334","9365901","9413880","9467879","9525329","9582128","9635330","9684319","9730240","9773928","9816751","9859727","9902954","9893609","9950588","10025469","10102149","10201130","10306308","10405922"
Sri Lanka,"LKA","Population, female","SP.POP.TOTL.FE.IN","4691265","4818079","4946315","5076547","5209709","5346282","5486502","5629543","5773646","5916455","6056297","6192273","6324788","6455043","6584913","6715686","6847896","6980893","7113326","7243275","7369465","7491039","7608690","7724463","7841285","7961079","8084452","8210174","8336172","8459472","8577749","8691189","8800083","8902530","8996222","9080003","9152437","9215252","9274388","9337950","9411700","9497850","9594603","9698708","9805025","9909658","10011653","10111804","10210056","10306757","10402010","10495716","10531391","10634412","10752531","10867851","11001870","11137692","11264078"
Sri Lanka,"LKA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","59.369","59.769","60.177","60.611","61.078","61.579","62.104","62.631","63.144","63.634","64.097","64.528","64.934","65.321","65.694","66.067","66.459","66.874","67.308","67.751","68.171","68.529","68.801","68.975","69.058","69.079","69.086","69.121","69.209","69.351","69.511","69.628","69.66","69.593","69.452","69.31","69.267","69.399","69.744","70.296","71.002","71.775","72.511","73.128","73.593","73.896","74.059","74.144","74.207","74.27","74.352","74.462","74.593","74.741","74.906","75.088","75.284","75.485",""
St. Kitts and Nevis,"KNA","GDP per capita (current US$)","NY.GDP.PCAP.CD","241.558035198162","243.851174137022","246.091520390258","253.99755348402","268.701905870958","276.220838014664","299.207539180624","353.355527574057","314.675517813652","348.091535995081","363.166455005236","441.104662852422","517.708689429257","546.049928386243","710.946947930026","753.615271493024","681.775191864057","1012.62431791402","1131.00442668348","1354.05966154856","1584.52063590034","1882.9191064901","2013.24186759311","2044.99721014739","2336.64126673179","2651.53017298577","3150.62030496467","3600.02858929688","4249.2107587029","4770.71224294622","5396.53016164777","5461.73772028548","5949.71172686311","6411.92805081732","7092.23774294514","7450.76258056792","7862.18000130796","8742.24798408374","8867.38263628099","9322.62655206698","9836.19582836556","10660.4119426613","11011.3793141703","10631.4071398086","11424.9732160275","12329.6611834747","13883.4235338023","15152.1348815432","16465.0501402388","15783.5838560159","15643.5668199046","16557.690719431","16044.1161268912","16878.1904573943","18057.615305661","18286.3193850042","18575.7517331181","19060.5707200677","19829.4283169728"
St. Kitts and Nevis,"KNA","Population, total","SP.POP.TOTL","51195","51192","50963","50525","49931","49214","48358","47381","46397","45534","44883","44490","44320","44311","44328","44272","44143","43942","43708","43455","43205","42960","42728","42482","42199","41866","41479","41041","40641","40354","40259","40379","40697","41135","41617","42074","42475","42854","43221","43614","44074","44599","45165","45746","46324","46857","47339","47778","48185","48599","49016","49447","49887","50331","50774","51203","51625","52045","52441"
St. Kitts and Nevis,"KNA","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
St. Kitts and Nevis,"KNA","Population, female","SP.POP.TOTL.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
St. Kitts and Nevis,"KNA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","","","","","","","","","","","","","","","","","","","","","","","63.9512195121951","","","","","65.9512195121951","","","","","67.9512195121951","","","","","70.0363414634146","","","","","71.3365853658537","","","","","","","","","","","","","","","",""
St. Lucia,"LCA","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","821.287979109251","942.550152162652","1123.47363818665","1310.97201868229","1486.56988597071","1596.42877040759","1698.52933070795","1845.42636753833","2015.61606448183","2368.02036721304","2566.84663831772","2882.09834239077","3207.15412314839","3756.21884375319","3920.27625325243","4253.04087241869","4271.27178081442","4400.39507398192","4646.08156873425","4741.3412108643","4778.03939527582","5128.39728848643","5321.02899376682","5323.37535680248","5047.02782806071","5050.87550283671","5502.48759318092","5897.54664191061","6216.82362708082","6860.32387167947","7632.04398870324","7568.45341379871","7425.0266722323","8037.47296712228","8227.39408163575","8139.89204607164","8343.79537356784","8650.81828137645","9160.73415733431","9377.88685788397","10003.2598650984","10315.0260751215"
St. Lucia,"LCA","Population, total","SP.POP.TOTL","89697","90716","91891","93211","94636","96134","97715","99365","101035","102597","104015","105247","106310","107320","108391","109627","111067","112685","114400","116136","117822","119430","120988","122564","124292","126244","128449","130856","133367","135788","138020","139995","141760","143409","145083","146870","148834","150913","153021","154995","156729","158179","159392","160530","161816","163417","165381","167639","170011","172221","174085","175544","176646","177513","178296","179126","180024","180955","181889"
St. Lucia,"LCA","Population, male","SP.POP.TOTL.MA.IN","43106","43449","43984","44669","45424","46191","46969","47761","48558","49313","50024","50661","51238","51798","52397","53095","53904","54810","55759","56710","57621","58465","59272","60065","60933","61911","63016","64222","65477","66679","67769","68727","69564","70340","71130","71979","72922","73929","74957","75914","76753","77439","78004","78534","79158","79951","80949","82114","83343","84482","85425","86144","86660","87051","87382","87752","88157","88584","89016"
St. Lucia,"LCA","Population, female","SP.POP.TOTL.FE.IN","46591","47267","47907","48542","49212","49943","50746","51604","52477","53284","53991","54586","55072","55522","55994","56532","57163","57875","58641","59426","60201","60965","61716","62499","63359","64333","65433","66634","67890","69109","70251","71268","72196","73069","73953","74891","75912","76984","78064","79081","79976","80740","81388","81996","82658","83466","84432","85525","86668","87739","88660","89400","89986","90462","90914","91374","91867","92371","92873"
St. Lucia,"LCA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","57.329","58.13","58.872","59.531","60.104","60.602","61.052","61.494","61.962","62.468","63.017","63.604","64.21","64.818","65.422","66.02","66.615","67.207","67.791","68.354","68.88","69.348","69.747","70.074","70.329","70.521","70.668","70.789","70.9","71.008","71.108","71.187","71.235","71.248","71.235","71.209","71.186","71.184","71.221","71.307","71.456","71.676","71.958","72.287","72.652","73.028","73.393","73.728","74.02","74.265","74.465","74.633","74.788","74.947","75.117","75.3","75.496","75.696",""
St. Martin (French part),"MAF","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
St. Martin (French part),"MAF","Population, total","SP.POP.TOTL","3893","3989","4076","4183","4308","4468","4685","4920","5193","5459","5712","5944","6156","6368","6607","6881","7246","7718","8190","8557","8771","8678","8369","8294","9061","11061","14559","19275","24378","28722","31520","32449","31811","30200","28484","27321","26849","26909","27392","28116","28935","29853","30910","32053","33186","34248","35237","36137","36885","37377","37582","37446","37009","36453","36015","35858","36065","36560","37264"
St. Martin (French part),"MAF","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
St. Martin (French part),"MAF","Population, female","SP.POP.TOTL.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
St. Martin (French part),"MAF","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","","","","","","","","","","","","","","","","","","","","","","","73.219512195122","72.7682926829268","72.919512195122","72.6682926829268","73.519512195122","73.6707317073171","74.2707317073171","74.3219512195122","74.5219512195122","75.9243902439025","75.4243902439025","75.5731707317073","75.8219512195122","75.9707317073171","76.1707317073171","76.3707317073171","76.5707317073171","76.7707317073171","76.9707317073171","77.1707317073171","77.3707317073171","77.5707317073171","77.7219512195122","77.8707317073171","78.0707317073171","78.2219512195122","78.3707317073171","78.5707317073171","78.7219512195122","78.8707317073171","79.0219512195122","79.1707317073171","79.3219512195122","79.4707317073171","79.6219512195122","79.7219512195122",""
St. Vincent and the Grenadines,"VCT","GDP per capita (current US$)","NY.GDP.PCAP.CD","161.361346785941","170.379137318278","174.500269824021","162.80931967712","173.39956466552","175.654363181509","185.26248615642","180.40235976296","173.129412826239","185.892282958199","203.847131224519","219.165253245873","298.17959629272","322.379515254582","347.984609657901","347.443757350275","339.143682755146","505.144899764095","616.480455145359","713.467868514783","818.769162834652","1006.40337607835","1112.49416497157","1186.57649690999","1301.08198939841","1393.62051159919","1528.71357923783","1657.8914075445","1884.19172260534","2005.6317977998","2236.28877407421","2364.43762646257","2574.84123308116","2650.18850550123","2678.67140645314","2925.0565231775","3070.03133755375","3223.22628481394","3465.82918388375","3625.8945799676","3676.43964197256","3985.68340157463","4272.86089756834","4447.74381308547","4810.29850257217","5070.51270247543","5625.3513902658","6307.21409590353","6415.80961733554","6232.71936134053","6292.78982922694","6242.19328083946","6390.31438871896","6639.62179139933","6684.8036221569","6921.40975020217","7041.56080428349","7149.63086622199","7377.67883199414"
St. Vincent and the Grenadines,"VCT","Population, total","SP.POP.TOTL","80977","82169","83237","84198","85111","86011","86903","87777","88662","89568","90509","91491","92513","93571","94614","95662","96692","97701","98697","99649","100566","101437","102256","103032","103779","104506","105217","105906","106532","107071","107484","107776","107950","108033","108053","108035","107976","107895","107801","107758","107784","107896","108097","108326","108512","108614","108603","108518","108393","108287","108255","108316","108435","108622","108861","109148","109459","109827","110210"
St. Vincent and the Grenadines,"VCT","Population, male","SP.POP.TOTL.MA.IN","37963","38501","38973","39404","39829","40274","40750","41236","41750","42273","42811","43348","43900","44466","45042","45634","46254","46878","47516","48119","48704","49244","49755","50235","50713","51199","51697","52200","52674","53099","53433","53685","53858","53969","54039","54094","54130","54152","54171","54213","54274","54376","54517","54658","54781","54847","54851","54813","54746","54686","54665","54687","54740","54825","54940","55069","55214","55381","55560"
St. Vincent and the Grenadines,"VCT","Population, female","SP.POP.TOTL.FE.IN","43014","43668","44264","44794","45282","45737","46153","46541","46912","47295","47698","48143","48613","49105","49572","50028","50438","50823","51181","51530","51862","52193","52501","52797","53066","53307","53520","53706","53858","53972","54051","54091","54092","54064","54014","53941","53846","53743","53630","53545","53510","53520","53580","53668","53731","53767","53752","53705","53647","53601","53590","53629","53695","53797","53921","54079","54245","54446","54650"
St. Vincent and the Grenadines,"VCT","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","58.03","59.134","60.176","61.124","61.96","62.677","63.286","63.815","64.289","64.718","65.1","65.431","65.707","65.933","66.122","66.297","66.481","66.69","66.935","67.219","67.537","67.874","68.21","68.528","68.819","69.083","69.322","69.545","69.758","69.958","70.14","70.298","70.425","70.52","70.585","70.62","70.628","70.618","70.6","70.587","70.593","70.635","70.719","70.846","71.014","71.218","71.446","71.683","71.914","72.13","72.327","72.501","72.657","72.802","72.935","73.06","73.179","73.294",""
Sudan,"SDN","GDP per capita (current US$)","NY.GDP.PCAP.CD","125.85985110863","133.082208643336","140.72511070274","139.309902858509","139.223302743664","141.081952960678","140.685895589836","147.997579788729","150.022652341943","160.384112095056","176.954053794033","187.076875917599","196.910890374747","236.617142025316","294.985023491593","348.009819621127","419.930817510918","506.659835141132","431.812327117443","491.577318122651","392.414785874211","509.130522584499","453.796293299545","390.781222878965","445.948353389413","552.974447400777","683.067580278749","849.612116941326","632.335505920282","611.948520735642","483.952592007859","432.479097906362","260.510243874105","320.485516533776","449.710693665473","473.413389891928","300.564930338891","378.954675595447","355.152430863791","328.068592591845","366.172807593807","383.015998737117","418.251841315996","484.844735148119","573.306926117939","689.209556966579","905.309744891891","1128.41034965442","1304.5330505517","1238.18084548838","1489.87691083872","1672.1032945892","1882.24677012331","1943.91645802007","2163.15589835214","2486.74565866274","2398.10187999332","3015.02442975186","977.273635724417"
